,Acquisition,Subject,Session,Task,Run,Contrast,Path,Mean VTA t,Median VTA t,Scan,Task Category,Frequencies,Frequency,Durations,Duration,Pulse Width,Pulse Widths
0,EPI,3839,ofM,CogBr,1,CBV,/root/.scratch/opfvta/l1/sub-3839/ses-ofM/sub-3839_ses-ofM_task-CogBr_acq-EPI_run-1_desc-tstat_cbv.nii.gz,1.548207,1.4791424,3839:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
1,EPI,3839,ofM,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-3839/ses-ofM/sub-3839_ses-ofM_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,-0.93802476,-0.79767895,3839:ofM:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
2,EPI,5682,ofMr1,CogB,0,CBV,/root/.scratch/opfvta/l1/sub-5682/ses-ofMr1/sub-5682_ses-ofMr1_task-CogB_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.6760363,0.9377283,5682:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
3,EPI,5682,ofMr2,CogBl,0,CBV,/root/.scratch/opfvta/l1/sub-5682/ses-ofMr2/sub-5682_ses-ofMr2_task-CogBl_acq-EPI_run-0_desc-tstat_cbv.nii.gz,1.8530576,1.6960111,5682:ofMr2:CBV,Block,20.0,20.0,30.0,30.0,0.005,0.005
4,EPI,5683,ofM,CogBl,0,CBV,/root/.scratch/opfvta/l1/sub-5683/ses-ofM/sub-5683_ses-ofM_task-CogBl_acq-EPI_run-0_desc-tstat_cbv.nii.gz,2.8080263,2.8776917,5683:ofM:CBV,Block,20.0,20.0,30.0,30.0,0.005,0.005
5,EPI,5683,ofMr1,CogBl,0,CBV,/root/.scratch/opfvta/l1/sub-5683/ses-ofMr1/sub-5683_ses-ofMr1_task-CogBl_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.0017545815,0.20067804,5683:ofMr1:CBV,Block,20.0,20.0,30.0,30.0,0.005,0.005
6,EPI,5685,ofM,CogB,1,CBV,/root/.scratch/opfvta/l1/sub-5685/ses-ofM/sub-5685_ses-ofM_task-CogB_acq-EPI_run-1_desc-tstat_cbv.nii.gz,1.9946363,1.8186324,5685:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
7,EPI,5685,ofM,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-5685/ses-ofM/sub-5685_ses-ofM_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,-0.58100915,-0.3464155,5685:ofM:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
8,EPI,5685,ofMr1,CogB,0,CBV,/root/.scratch/opfvta/l1/sub-5685/ses-ofMr1/sub-5685_ses-ofMr1_task-CogB_acq-EPI_run-0_desc-tstat_cbv.nii.gz,2.0140955,1.9748197,5685:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
9,EPI,6257,ofM,CogB,0,CBV,/root/.scratch/opfvta/l1/sub-6257/ses-ofM/sub-6257_ses-ofM_task-CogB_acq-EPI_run-0_desc-tstat_cbv.nii.gz,1.7695311,1.7767689,6257:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
10,EPI,6259,ofM,CogB,0,CBV,/root/.scratch/opfvta/l1/sub-6259/ses-ofM/sub-6259_ses-ofM_task-CogB_acq-EPI_run-0_desc-tstat_cbv.nii.gz,1.743422,2.1646163,6259:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
11,EPI,6259,ofMr1,CogB,1,CBV,/root/.scratch/opfvta/l1/sub-6259/ses-ofMr1/sub-6259_ses-ofMr1_task-CogB_acq-EPI_run-1_desc-tstat_cbv.nii.gz,2.105897,2.0174596,6259:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
12,EPI,6259,ofMr1,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-6259/ses-ofMr1/sub-6259_ses-ofMr1_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.65272385,0.2881376,6259:ofMr1:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
13,EPI,6260,ofM,CogB,0,CBV,/root/.scratch/opfvta/l1/sub-6260/ses-ofM/sub-6260_ses-ofM_task-CogB_acq-EPI_run-0_desc-tstat_cbv.nii.gz,1.1164078,1.016177,6260:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
14,EPI,6260,ofMr2,CogB,1,CBV,/root/.scratch/opfvta/l1/sub-6260/ses-ofMr2/sub-6260_ses-ofMr2_task-CogB_acq-EPI_run-1_desc-tstat_cbv.nii.gz,1.0771745,1.3393925,6260:ofMr2:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
15,EPI,6260,ofMr2,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-6260/ses-ofMr2/sub-6260_ses-ofMr2_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.2867667,0.30062193,6260:ofMr2:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
16,EPI,6467,ofM,CogB,1,CBV,/root/.scratch/opfvta/l1/sub-6467/ses-ofM/sub-6467_ses-ofM_task-CogB_acq-EPI_run-1_desc-tstat_cbv.nii.gz,-0.15638267,0.08921002,6467:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
17,EPI,6467,ofM,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-6467/ses-ofM/sub-6467_ses-ofM_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,-0.77219135,-1.0594413,6467:ofM:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
18,EPI,6468,ofM,CogB,1,CBV,/root/.scratch/opfvta/l1/sub-6468/ses-ofM/sub-6468_ses-ofM_task-CogB_acq-EPI_run-1_desc-tstat_cbv.nii.gz,0.45478535,0.5781201,6468:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
19,EPI,6468,ofM,JPogP,0,CBV,/root/.scratch/opfvta/l1/sub-6468/ses-ofM/sub-6468_ses-ofM_task-JPogP_acq-EPI_run-0_desc-tstat_cbv.nii.gz,-0.35516945,0.11915545,6468:ofM:CBV,Phasic,20.0,20.0,1.0,1.0,0.005,0.005
20,EPI,6471,ofM,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6471/ses-ofM/sub-6471_ses-ofM_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.64676404,0.78106976,6471:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
21,EPI,6471,ofMr1,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6471/ses-ofMr1/sub-6471_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,-0.14029573,-0.08952589,6471:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
22,EPI,6560,ofM,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6560/ses-ofM/sub-6560_ses-ofM_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.35845014,0.2040864,6560:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
23,EPI,6560,ofMr1,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6560/ses-ofMr1/sub-6560_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,1.0035095,1.3151132,6560:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
24,EPI,6562,ofM,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6562/ses-ofM/sub-6562_ses-ofM_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.9979199,0.6101651,6562:ofM:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
25,EPI,6562,ofMr1,CogBr,0,CBV,/root/.scratch/opfvta/l1/sub-6562/ses-ofMr1/sub-6562_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-tstat_cbv.nii.gz,0.3890376,0.5544324,6562:ofMr1:CBV,Block,20.0,20.0,20.0,20.0,0.005,0.005
