onset	duration	frequency	pulse_width	amplitude	out_channel	wavelength	strength	strength_unit
180.0	8.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
330.0	10.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
480.0	12.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
630.0	14.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
780.0	16.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
930.0	28.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
1080.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
1230.0	22.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
