,VTA t,Count,PA rel. Bregma [mm],Depth rel. skull [mm],Best Cluster
0,0.53,6,-3.2,4.6,False
1,1.17,4,-3.3,4.6,True
2,1.11,14,-3.5,4.0,True
3,-0.31,2,-3.5,4.3,False
4,1.15,8,-3.2,4.4,True
5,2.06,6,-3.3,4.4,True
6,2.23,5,-3.2,4.5,True
7,1.55,7,-3.3,4.5,True
8,2.0,12,-3.05,4.5,True
