,VTA t,Count,PA rel. Bregma [mm],Depth rel. skull [mm],Best Cluster
0,0.9,3,-3.2,4.6,False
1,2.7,2,-3.3,4.6,True
2,1.47,11,-3.5,4.0,False
3,0.04,1,-3.5,4.3,False
4,1.85,4,-3.2,4.4,False
5,3.73,3,-3.3,4.4,True
6,2.68,4,-3.2,4.5,True
7,2.77,4,-3.3,4.5,True
8,4.21,6,-3.05,4.5,True
