,VTA t,Count,PA rel. Bregma [mm],Depth rel. skull [mm],Best Cluster
0,1.28,3,-3.2,4.6,False
1,2.82,2,-3.3,4.6,True
2,1.55,11,-3.5,4.0,False
3,-0.11,1,-3.5,4.3,False
4,2.18,4,-3.2,4.4,True
5,3.67,3,-3.3,4.4,True
6,2.76,4,-3.2,4.5,True
7,2.82,4,-3.3,4.5,True
8,4.22,6,-3.05,4.5,True
