,VTA t,Count,PA rel. Bregma [mm],Depth rel. skull [mm],Best Cluster
0,0.06,3,-3.2,4.6,False
1,-0.04,2,-3.3,4.6,False
2,-0.17,3,-3.5,4.0,False
3,-0.62,1,-3.5,4.3,False
4,0.53,4,-3.2,4.4,True
5,0.23,3,-3.3,4.4,True
6,0.62,1,-3.2,4.5,True
7,-0.11,3,-3.3,4.5,False
8,-0.19,6,-3.05,4.5,False
