onset	duration	frequency	pulse_width	amplitude	out_channel	wavelength	strength	strength_unit
180.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
310.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
480.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
630.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
780.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
930.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
1080.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
1230.0	20.0	20.0	0.005	1.0	1.0	488.0	30.0	mW
