,VTA t,Count,PA rel. Bregma [mm],Depth rel. skull [mm],Best Cluster
0,0.75,6,-3.2,4.6,False
1,0.86,4,-3.3,4.6,False
2,1.22,14,-3.5,4.0,True
3,-0.34,2,-3.5,4.3,False
4,1.37,8,-3.2,4.4,True
5,2.04,6,-3.3,4.4,True
6,2.29,5,-3.2,4.5,True
7,1.52,7,-3.3,4.5,True
8,1.91,12,-3.05,4.5,True
